user_id,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return,hold_time,flight_time,reaction_time,error_rate,reaction_time_rolling_mean,reaction_time_rolling_std,error_rate_rolling_mean
s016,1,20,0.1132,0.3789,0.2657,0.0729,0.2724,0.1995,0.1003,0.2837,0.1834,0.0882,0.8199,0.7317,0.0837,0.8897,0.806,0.1214,0.3489,0.2275,0.1011,0.4002,0.2991,0.1154,0.4912,0.3758,0.0908,0.3191,0.2283,0.0948,0.3451,0.2503,0.0942,113.19999999999999,378.90000000000003,492.1,0.1,528.67,149.43176108920832,0.08
s016,1,21,0.1159,0.3929,0.277,0.0768,0.2647,0.1879,0.1037,0.3286,0.2249,0.1085,0.6202,0.5117,0.0657,0.9181,0.8524,0.1088,0.2896,0.1808,0.1074,0.545,0.4376,0.1383,0.3453,0.207,0.1077,0.3594,0.2517,0.0924,0.3477,0.2553,0.0837,115.9,392.90000000000003,508.80000000000007,0.1,526.0,149.53466339132063,0.08
s016,1,22,0.1222,0.3179,0.1957,0.0744,0.2552,0.1808,0.1037,0.3193,0.2156,0.0863,0.8885,0.8022,0.065,0.9993,0.9343,0.0858,0.4249,0.3391,0.1119,0.4046,0.2927,0.1196,0.4102,0.2906,0.1051,0.3202,0.2151,0.0905,0.3654,0.2749,0.0721,122.2,317.90000000000003,440.1,0.1,528.2900000000001,147.8491983219539,0.08
s016,1,23,0.142,0.3734,0.2314,0.0631,0.2531,0.19,0.0697,0.4101,0.3404,0.0832,0.7595,0.6763,0.0618,1.0161,0.9543,0.0861,0.5846,0.4985,0.0916,0.373,0.2814,0.1267,0.3653,0.2386,0.1243,0.5552,0.4309,0.0919,0.4185,0.3266,0.1019,142.0,373.40000000000003,515.4000000000001,0.1,532.4300000000001,146.73552209483722,0.08
s016,1,24,0.1098,0.5151,0.4053,0.0478,0.2771,0.2293,0.0945,0.3096,0.2151,0.1022,0.7199,0.6177,0.0605,0.8937,0.8332,0.0825,0.52,0.4375,0.0964,0.3947,0.2983,0.128,0.3714,0.2434,0.114,0.3172,0.2032,0.1027,0.3776,0.2749,0.0673,109.8,515.1,624.9,0.1,538.72,149.46664287838055,0.08
s016,1,25,0.1652,0.3736,0.2084,0.0533,0.1702,0.1169,0.0874,0.326,0.2386,0.0895,0.8869,0.7974,0.0679,0.9425,0.8746,0.0911,0.3714,0.2803,0.0977,0.4218,0.3241,0.118,0.4477,0.3297,0.0921,0.3346,0.2425,0.0979,0.3332,0.2353,0.085,165.20000000000002,373.59999999999997,538.8,0.1,542.28,148.949691730687,0.08
s016,1,26,0.1359,0.3929,0.257,0.0639,0.3088,0.2449,0.0771,0.3632,0.2861,0.0932,0.5262,0.433,0.0562,0.9696,0.9134,0.0877,0.506,0.4183,0.0839,0.379,0.2951,0.1169,0.5785,0.4616,0.0974,0.2911,0.1937,0.0863,0.3717,0.2854,0.0998,135.9,392.90000000000003,528.8000000000001,0.1,550.0600000000001,145.64739918340084,0.09
s016,1,27,0.1621,0.2913,0.1292,0.0787,0.2255,0.1468,0.0919,0.6252,0.5333,0.1383,0.6397,0.5014,0.0586,1.0464,0.9878,0.1186,0.5287,0.4101,0.0977,0.3097,0.212,0.1322,0.6869,0.5547,0.1185,0.2713,0.1528,0.1111,0.3469,0.2358,0.0502,162.1,291.3,453.4,0.1,553.1800000000001,142.9126057732099,0.1
s016,1,28,0.0784,0.4654,0.387,0.056,0.3012,0.2452,0.0985,0.5192,0.4207,0.1109,1.0287,0.9178,0.0737,0.709,0.6353,0.1061,0.35,0.2439,0.0908,0.3302,0.2394,0.1212,0.4833,0.3621,0.1122,0.3885,0.2763,0.1177,0.3379,0.2202,0.0874,78.39999999999999,465.4,543.8,0.0,514.2,51.62936287725352,0.09
s016,1,29,0.0884,0.3456,0.2572,0.0549,0.1684,0.1135,0.0726,0.1331,0.0605,0.0866,0.7795,0.6929,0.0576,0.6562,0.5986,0.1038,0.2907,0.1869,0.1043,0.2767,0.1724,0.1169,0.3983,0.2814,0.0731,0.3576,0.2845,0.0808,0.3499,0.2691,0.0597,88.4,345.6,434.0,0.0,508.01000000000005,57.4497935399057,0.08
s016,1,30,0.1,0.3847,0.2847,0.0576,0.1516,0.094,0.0871,0.1296,0.0425,0.0932,0.7861,0.6929,0.051,0.9892,0.9382,0.1054,0.1769,0.0715,0.0763,0.6461,0.5698,0.0908,0.2817,0.1909,0.0995,0.2776,0.1781,0.0882,0.5393,0.4511,0.0568,100.0,384.7,484.7,0.0,507.27,57.724499901592054,0.07
s016,1,31,0.0916,0.2699,0.1783,0.0581,0.1468,0.0887,0.0676,0.146,0.0784,0.0774,0.7455,0.6681,0.0708,0.7573,0.6865,0.0909,0.2208,0.1299,0.0924,0.3588,0.2664,0.0919,0.3113,0.2194,0.0861,0.3394,0.2533,0.0634,0.272,0.2086,0.0694,91.6,269.9,361.5,0.0,492.53999999999996,73.8360676694588,0.06000000000000001
s016,1,32,0.0866,0.3847,0.2981,0.0586,0.1808,0.1222,0.0842,0.1304,0.0462,0.0921,0.9455,0.8534,0.0742,0.9631,0.8889,0.0867,0.2614,0.1747,0.0995,0.3358,0.2363,0.0987,0.4827,0.384,0.0787,0.2639,0.1852,0.0768,0.2947,0.2179,0.0415,86.6,384.7,471.29999999999995,0.0,495.65999999999997,72.01058872755381,0.05
s016,1,33,0.089,0.351,0.262,0.0731,0.2354,0.1623,0.0723,0.2829,0.2106,0.0824,0.8199,0.7375,0.0789,0.9213,0.8424,0.0914,0.2732,0.1818,0.0768,0.9551,0.8783,0.0995,0.5906,0.4911,0.0744,0.2971,0.2227,0.0737,0.4816,0.4079,0.0866,89.0,351.0,440.0,0.0,488.12,73.64296451272335,0.04
s016,1,34,0.0713,0.2992,0.2279,0.0573,0.1903,0.133,0.0929,0.2027,0.1098,0.1037,0.7114,0.6077,0.0602,0.9432,0.883,0.0971,0.1929,0.0958,0.1043,0.3348,0.2305,0.1135,0.4239,0.3104,0.0879,0.3241,0.2362,0.0766,0.5452,0.4686,0.0832,71.3,299.20000000000005,370.50000000000006,0.0,462.67999999999995,64.51815937307026,0.030000000000000006
s016,1,35,0.1407,1.004,0.8633,0.0676,0.2972,0.2296,0.0905,0.3404,0.2499,0.0821,0.6421,0.56,0.075,1.0676,0.9926,0.0974,0.3304,0.233,0.0879,0.4991,0.4112,0.1014,0.4939,0.3925,0.0932,0.2745,0.1813,0.0816,0.3536,0.272,0.0803,140.7,1004.0,1144.7,0.1,523.2700000000001,226.10442056713535,0.030000000000000006
s016,1,36,0.0821,0.3673,0.2852,0.0618,0.2436,0.1818,0.0855,0.3177,0.2322,0.0927,0.5827,0.49,0.0723,0.9384,0.8661,0.1109,0.2453,0.1344,0.0734,0.4089,0.3355,0.0953,0.4706,0.3753,0.0605,0.3115,0.251,0.0771,0.3807,0.3036,0.0774,82.10000000000001,367.3,449.40000000000003,0.1,515.33,227.27972021766976,0.030000000000000006
s016,1,37,0.0913,0.3868,0.2955,0.0652,0.3117,0.2465,0.0755,0.3426,0.2671,0.0898,1.0931,1.0033,0.0879,2.7149,2.627,0.0565,0.4695,0.413,0.0721,0.7435,0.6714,0.1106,0.3305,0.2199,0.104,0.3663,0.2623,0.0834,0.8108,0.7274,0.0855,91.30000000000001,386.79999999999995,478.09999999999997,0.1,517.8,226.66528921150092,0.030000000000000006
s016,1,38,0.0884,1.1734,1.085,0.0628,0.2895,0.2267,0.0884,0.2816,0.1932,0.0979,0.6162,0.5183,0.0702,0.9537,0.8835,0.1288,0.437,0.3082,0.0747,0.3078,0.2331,0.123,0.3017,0.1787,0.1101,0.2703,0.1602,0.0937,0.3482,0.2545,0.0879,88.4,1173.4,1261.8000000000002,0.2,589.6,327.2277460390207,0.05
s016,1,39,0.0929,0.637,0.5441,0.0679,0.2949,0.227,0.1043,0.3205,0.2162,0.1008,0.6375,0.5367,0.0729,0.9058,0.8329,0.1238,0.3402,0.2164,0.0816,0.7802,0.6986,0.1122,0.3302,0.218,0.0731,0.3473,0.2742,0.0673,0.3464,0.2791,0.0766,92.89999999999999,637.0,729.9,0.2,619.19,324.96478937468504,0.07
s016,1,40,0.0861,0.414,0.3279,0.0697,0.2674,0.1977,0.0781,0.3357,0.2576,0.0826,1.0521,0.9695,0.0718,0.929,0.8572,0.1072,0.3294,0.2222,0.0779,0.3208,0.2429,0.0966,0.398,0.3014,0.0987,0.3275,0.2288,0.0866,0.2976,0.211,0.0726,86.1,414.0,500.1,0.2,620.7300000000001,324.2924230793355,0.09
s016,1,41,0.0816,0.3887,0.3071,0.0739,0.3207,0.2468,0.0639,0.3645,0.3006,0.0795,0.6611,0.5816,0.09,0.8886,0.7986,0.1168,0.4158,0.299,0.0533,0.7822,0.7289,0.1375,0.2967,0.1592,0.0924,0.6217,0.5293,0.0655,0.3507,0.2852,0.0718,81.60000000000001,388.7,470.3,0.2,631.61,316.3569413389461,0.11000000000000001
s016,1,42,0.0602,0.941,0.8808,0.061,0.208,0.147,0.0671,0.2394,0.1723,0.0905,1.1004,1.0099,0.0671,1.1191,1.052,0.1144,0.2451,0.1307,0.089,0.3079,0.2189,0.1246,0.5168,0.3922,0.0855,0.3494,0.2639,0.0755,0.3868,0.3113,0.08,60.199999999999996,941.0,1001.2,0.3,684.6,330.58088605093656,0.13999999999999999
s016,1,43,0.0813,0.358,0.2767,0.0644,0.2341,0.1697,0.0974,0.3188,0.2214,0.0723,0.7645,0.6922,0.0887,1.319,1.2303,0.119,0.3613,0.2423,0.0858,0.4944,0.4086,0.1212,0.4925,0.3713,0.089,0.3608,0.2718,0.0808,0.3744,0.2936,0.0958,81.3,358.0,439.3,0.3,684.53,330.6385036729861,0.16999999999999998
s016,1,44,0.0708,0.3869,0.3161,0.061,0.2687,0.2077,0.0813,0.341,0.2597,0.0884,0.5819,0.4935,0.0676,0.7955,0.7279,0.1159,0.4753,0.3594,0.0584,0.9056,0.8472,0.09,0.3534,0.2634,0.0892,0.3684,0.2792,0.0847,0.3131,0.2284,0.0829,70.8,386.90000000000003,457.70000000000005,0.3,693.2500000000001,322.4856594572163,0.2
s016,1,45,0.0842,0.4267,0.3425,0.0584,0.2067,0.1483,0.0874,0.2743,0.1869,0.0776,0.8402,0.7626,0.0657,0.954,0.8883,0.1072,0.3212,0.214,0.0826,0.4519,0.3693,0.1175,1.2639,1.1464,0.0887,0.3238,0.2351,0.0839,0.3706,0.2867,0.0668,84.2,426.70000000000005,510.90000000000003,0.2,629.8700000000001,283.871485202567,0.21000000000000002
s016,1,46,0.0858,0.3274,0.2416,0.0718,0.3199,0.2481,0.0964,0.3413,0.2449,0.0839,0.6808,0.5969,0.071,1.0601,0.9891,0.1127,0.4816,0.3689,0.0747,0.3835,0.3088,0.1238,0.3994,0.2756,0.1008,0.3116,0.2108,0.0839,0.3572,0.2733,0.081,85.8,327.40000000000003,413.20000000000005,0.2,626.25,286.64585292656875,0.21999999999999997
s016,1,47,0.1185,0.4005,0.282,0.0642,0.3693,0.3051,0.0652,0.3624,0.2972,0.0832,0.645,0.5618,0.0713,1.6678,1.5965,0.0932,0.3745,0.2813,0.0876,0.4326,0.345,0.119,0.4808,0.3618,0.0966,0.3307,0.2341,0.0961,0.3623,0.2662,0.0758,118.5,400.5,519.0,0.2,630.3399999999999,284.5814595350709,0.23000000000000004
s016,1,48,0.0942,0.4488,0.3546,0.0676,0.3109,0.2433,0.0911,0.3732,0.2821,0.09,0.5064,0.4164,0.0679,1.1309,1.063,0.1064,0.3563,0.2499,0.0652,0.3445,0.2793,0.1285,0.3851,0.2566,0.0795,0.3223,0.2428,0.0787,0.3356,0.2569,0.0774,94.2,448.79999999999995,543.0,0.1,558.46,178.2939719801107,0.22000000000000003
s016,1,49,0.1,0.4174,0.3174,0.0607,0.3246,0.2639,0.0684,0.351,0.2826,0.0776,0.679,0.6014,0.0742,1.2396,1.1654,0.0983,0.2865,0.1882,0.0826,0.2706,0.188,0.1074,0.3072,0.1998,0.1,0.6016,0.5016,0.0929,0.3432,0.2503,0.0647,100.0,417.4,517.4,0.1,537.21,167.95412369652234,0.20999999999999996
s016,1,50,0.0895,0.485,0.3955,0.0639,0.2109,0.147,0.0887,0.2911,0.2024,0.085,0.9236,0.8386,0.0863,0.9023,0.816,0.095,0.2183,0.1233,0.0779,0.8805,0.8026,0.0953,0.3181,0.2228,0.0884,0.3264,0.238,0.0758,0.3636,0.2878,0.0818,89.5,485.0,574.5,0.1,544.65,167.77536072578334,0.2
s016,2,1,0.1328,0.4468,0.314,0.0784,0.2982,0.2198,0.0863,0.2315,0.1452,0.0832,1.0432,0.96,0.0663,0.8005,0.7342,0.0657,0.3896,0.3239,0.1037,0.2751,0.1714,0.1135,0.4244,0.3109,0.1093,0.3436,0.2343,0.1064,0.3876,0.2812,0.0929,132.8,446.79999999999995,579.5999999999999,0.1,555.58,165.94379101906114,0.19
s016,2,2,0.0869,0.3423,0.2554,0.0694,0.2235,0.1541,0.0826,0.2148,0.1322,0.0694,1.1711,1.1017,0.0708,0.7776,0.7068,0.0705,0.3136,0.2431,0.1051,0.3817,0.2766,0.0911,0.3429,0.2518,0.1053,0.3937,0.2884,0.1027,0.5172,0.4145,0.0744,86.9,342.3,429.20000000000005,0.0,498.38,60.103980271230924,0.16
s016,2,3,0.0927,0.3024,0.2097,0.066,0.2829,0.2169,0.0797,0.2674,0.1877,0.0982,0.9503,0.8521,0.0692,0.7773,0.7081,0.0829,0.2669,0.184,0.108,0.3464,0.2384,0.0964,0.4664,0.37,0.0795,0.3035,0.224,0.1159,2.3042,2.1883,0.1204,92.7,302.4,395.09999999999997,0.0,493.96000000000004,66.24310781759418,0.13
s016,2,4,0.1122,0.3465,0.2343,0.0589,0.2178,0.1589,0.0887,0.256,0.1673,0.1035,0.7645,0.661,0.0679,0.9224,0.8545,0.1003,0.2613,0.161,0.0977,0.3419,0.2442,0.0942,0.4175,0.3233,0.0953,0.3075,0.2122,0.1259,0.3886,0.2627,0.1225,112.19999999999999,346.5,458.7,0.0,494.05999999999995,66.1830156124336,0.1
s016,2,5,0.1344,1.6759,1.5415,0.0861,0.2951,0.209,0.0792,0.3299,0.2507,0.0987,0.9236,0.8249,0.0681,1.0973,1.0292,0.1146,0.3165,0.2019,0.1325,0.358,0.2255,0.1059,0.3564,0.2505,0.0913,0.3169,0.2256,0.1225,0.3496,0.2271,0.1312,134.4,1675.8999999999999,1810.3,0.1,624.0,422.00340177670506,0.09000000000000001
s016,2,6,0.1259,0.3749,0.249,0.0737,0.3445,0.2708,0.0932,0.3086,0.2154,0.0784,0.8109,0.7325,0.0628,0.8545,0.7917,0.0882,0.3632,0.275,0.1169,0.3244,0.2075,0.0995,0.3357,0.2362,0.1183,0.3772,0.2589,0.1032,0.358,0.2548,0.1056,125.9,374.90000000000003,500.80000000000007,0.1,632.76,418.0319052151137,0.08
s016,2,7,0.1409,0.381,0.2401,0.0789,0.3544,0.2755,0.0937,0.342,0.2483,0.1035,0.817,0.7135,0.0613,0.8885,0.8272,0.1001,0.2564,0.1563,0.1146,0.3862,0.2716,0.094,0.3379,0.2439,0.1161,0.3343,0.2182,0.0792,0.334,0.2548,0.0863,140.9,381.0,521.9,0.1,633.05,417.94521504352434,0.07
s016,2,8,0.1388,0.3425,0.2037,0.0652,0.174,0.1088,0.0985,0.4247,0.3262,0.0876,0.6993,0.6117,0.0774,0.8356,0.7582,0.104,0.3518,0.2478,0.1019,0.34,0.2381,0.0876,0.3851,0.2975,0.0779,0.3497,0.2718,0.0956,0.7161,0.6205,0.1457,138.8,342.5,481.3,0.1,626.88,419.873287234772,0.06999999999999999
s016,2,9,0.1328,0.3892,0.2564,0.0679,0.2632,0.1953,0.1006,0.3574,0.2568,0.0861,0.5904,0.5043,0.0578,0.8165,0.7587,0.1275,0.3471,0.2196,0.1156,0.3762,0.2606,0.1225,0.3696,0.2471,0.1177,0.3475,0.2298,0.113,0.3008,0.1878,0.1241,132.8,389.2,522.0,0.1,627.3399999999999,419.74251684150903,0.07
s016,2,10,0.1494,0.3565,0.2071,0.081,0.2892,0.2082,0.0971,0.3291,0.232,0.1122,0.6719,0.5597,0.0737,0.7694,0.6957,0.1241,0.3387,0.2146,0.1122,0.3068,0.1946,0.1249,0.3435,0.2186,0.0953,0.3492,0.2539,0.1206,0.3142,0.1936,0.1048,149.4,356.5,505.9,0.1,620.4799999999999,421.25988758590455,0.07
s016,2,11,0.1188,0.3283,0.2095,0.0679,0.2529,0.185,0.0932,0.3202,0.227,0.0911,0.6666,0.5755,0.0676,0.9483,0.8807,0.0869,0.336,0.2491,0.1256,0.3635,0.2379,0.1082,0.764,0.6558,0.1008,0.2916,0.1908,0.1219,0.629,0.5071,0.1243,118.8,328.29999999999995,447.09999999999997,0.1,607.23,424.7578213261974,0.07
s016,2,12,0.128,0.352,0.224,0.0713,0.2991,0.2278,0.0892,0.2623,0.1731,0.0971,0.7457,0.6486,0.0655,1.4172,1.3517,0.1012,0.3709,0.2697,0.1103,0.6669,0.5566,0.1198,0.3246,0.2048,0.1222,0.4484,0.3262,0.1056,0.4021,0.2965,0.0974,128.0,352.0,480.0,0.1,612.3100000000001,422.6907970241237,0.08
s016,2,13,0.1264,0.3588,0.2324,0.0689,0.1914,0.1225,0.0948,0.2336,0.1388,0.0956,0.9284,0.8328,0.0715,0.7962,0.7247,0.0877,0.3978,0.3101,0.0927,0.3496,0.2569,0.0692,0.3656,0.2964,0.0879,0.3407,0.2528,0.0995,0.3245,0.225,0.0882,126.4,358.8,485.20000000000005,0.1,621.3199999999999,418.48570345950895,0.09
s016,2,14,0.1222,0.3704,0.2482,0.0613,0.3231,0.2618,0.0861,0.355,0.2689,0.1059,0.8392,0.7333,0.0428,0.7559,0.7131,0.094,0.5078,0.4138,0.1011,0.358,0.2569,0.1159,0.3867,0.2708,0.1291,0.3932,0.2641,0.0858,0.31,0.2242,0.1127,122.2,370.40000000000003,492.6,0.1,624.71,417.15720577898855,0.1
s016,2,15,0.1172,0.3607,0.2435,0.0615,0.204,0.1425,0.0934,0.2634,0.17,0.1022,0.7508,0.6486,0.0795,0.9712,0.8917,0.1154,0.264,0.1486,0.1051,0.3176,0.2125,0.1375,0.3291,0.1916,0.0908,0.2937,0.2029,0.1119,0.3675,0.2556,0.0953,117.2,360.70000000000005,477.90000000000003,0.0,491.46999999999997,22.562902197095692,0.09
s016,2,16,0.1267,0.3512,0.2245,0.0515,0.2078,0.1563,0.095,0.2502,0.1552,0.0911,0.6912,0.6001,0.0934,0.7416,0.6482,0.0869,0.2107,0.1238,0.0905,0.3801,0.2896,0.1077,0.398,0.2903,0.0948,0.3843,0.2895,0.109,0.2981,0.1891,0.1164,126.7,351.2,477.9,0.0,489.18,22.672587462007368,0.08
s016,2,17,0.1256,0.3546,0.229,0.0655,0.2632,0.1977,0.0747,0.2708,0.1961,0.1008,1.0123,0.9115,0.0869,0.9971,0.9102,0.1009,0.2157,0.1148,0.1161,0.3455,0.2294,0.104,0.3189,0.2149,0.1219,0.3156,0.1937,0.1093,0.4325,0.3232,0.109,125.6,354.6,480.20000000000005,0.0,485.01000000000005,19.614532594202778,0.07
s016,2,18,0.1338,0.2543,0.1205,0.0826,0.1882,0.1056,0.0847,1.1498,1.0651,0.1011,0.5608,0.4597,0.0737,0.8435,0.7698,0.0901,0.3635,0.2734,0.0953,0.35,0.2547,0.0591,0.3386,0.2795,0.0953,0.385,0.2897,0.0784,0.3129,0.2345,0.0934,133.8,254.30000000000004,388.1,0.0,475.68999999999994,36.47179884666056,0.06000000000000001
s016,2,19,0.1304,0.3246,0.1942,0.0702,0.1829,0.1127,0.0905,0.2808,0.1903,0.0771,0.7194,0.6423,0.0718,0.805,0.7332,0.1056,0.2951,0.1895,0.1072,0.334,0.2268,0.1151,0.3329,0.2178,0.119,0.3393,0.2203,0.1024,0.2981,0.1957,0.0919,130.39999999999998,324.6,455.0,0.0,468.98999999999995,33.00890283948908,0.05
s016,2,20,0.1325,0.3446,0.2121,0.0639,0.2785,0.2146,0.0884,0.3051,0.2167,0.1103,0.4394,0.3291,0.061,0.9467,0.8857,0.0916,0.3001,0.2085,0.1188,0.3221,0.2033,0.1154,0.3099,0.1945,0.1132,0.4346,0.3214,0.1103,0.3266,0.2163,0.0958,132.5,344.6,477.1,0.0,466.11,30.59914486822846,0.04
s016,2,21,0.1259,0.3628,0.2369,0.0655,0.2727,0.2072,0.0913,0.2512,0.1599,0.0876,0.6906,0.603,0.0647,0.9541,0.8894,0.0951,0.4258,0.3307,0.1159,0.3997,0.2838,0.1225,0.3292,0.2067,0.1185,0.3125,0.194,0.1011,0.358,0.2569,0.1014,125.9,362.8,488.70000000000005,0.0,470.27,30.555306867677512,0.030000000000000006
s016,2,22,0.1404,0.3926,0.2522,0.0671,0.2579,0.1908,0.1032,0.3183,0.2151,0.0911,0.7197,0.6286,0.0409,0.6962,0.6553,0.1049,0.344,0.2391,0.1114,0.3939,0.2825,0.1138,0.3677,0.2539,0.1088,0.3273,0.2185,0.1051,0.2976,0.1925,0.0913,140.4,392.6,533.0,0.0,475.57,36.45716055256791,0.02
s016,2,23,0.1262,0.3122,0.186,0.0591,0.2684,0.2093,0.089,0.3123,0.2233,0.1029,0.5056,0.4027,0.0694,0.8021,0.7327,0.1109,0.4286,0.3177,0.1106,0.4171,0.3065,0.1059,0.4176,0.3117,0.1124,0.3296,0.2172,0.0948,0.3111,0.2163,0.1024,126.2,312.2,438.4,0.0,470.89000000000004,38.05254992186092,0.01
s016,2,24,0.1243,0.3557,0.2314,0.0655,0.2648,0.1993,0.0805,0.28,0.1995,0.0979,0.5666,0.4687,0.0544,0.7891,0.7347,0.0977,0.3255,0.2278,0.1008,0.2898,0.189,0.0945,0.2809,0.1864,0.0919,0.3392,0.2473,0.1069,0.3174,0.2105,0.0871,124.3,355.7,480.0,0.0,469.63,37.457770296104364,0.0
s016,2,25,0.1014,0.3547,0.2533,0.0634,0.2152,0.1518,0.0818,0.3299,0.2481,0.0781,0.6346,0.5565,0.0584,0.7166,0.6582,0.0988,0.1886,0.0898,0.1219,0.5278,0.4059,0.0829,0.4189,0.336,0.0961,0.3143,0.2182,0.0985,0.2889,0.1904,0.0942,101.4,354.7,456.1,0.0,467.45,37.55722300703508,0.0
s016,2,26,0.1214,0.3322,0.2108,0.0826,0.2399,0.1573,0.0924,0.3305,0.2381,0.0921,0.6178,0.5257,0.0584,0.8488,0.7904,0.0909,0.4258,0.3349,0.0979,0.2664,0.1685,0.1209,0.3059,0.185,0.1,0.319,0.219,0.1109,0.3274,0.2165,0.0911,121.39999999999999,332.2,453.59999999999997,0.0,465.02,37.59207363261792,0.0
s016,2,27,0.1375,0.3441,0.2066,0.0618,0.2529,0.1911,0.0863,0.2885,0.2022,0.1011,0.6096,0.5085,0.0626,0.6937,0.6311,0.1375,0.3247,0.1872,0.1159,0.3076,0.1917,0.1296,0.373,0.2434,0.1032,0.3138,0.2106,0.1119,0.325,0.2131,0.0816,137.5,344.1,481.6,0.0,465.16,37.65743839757072,0.0
s016,2,28,0.1285,0.301,0.1725,0.0642,0.2165,0.1523,0.0869,0.3052,0.2183,0.1093,0.6094,0.5001,0.0605,0.8409,0.7804,0.103,0.2397,0.1367,0.1048,0.3189,0.2141,0.118,0.3553,0.2373,0.1085,0.3222,0.2137,0.0779,0.3098,0.2319,0.0863,128.5,301.0,429.5,0.0,469.3,29.673669585456228,0.0
s016,2,29,0.1204,0.323,0.2026,0.0755,0.332,0.2565,0.0502,0.2645,0.2143,0.108,0.4421,0.3341,0.0602,1.1224,1.0622,0.1041,0.3163,0.2122,0.1251,0.3542,0.2291,0.1251,0.3357,0.2106,0.1061,0.3718,0.2657,0.0826,0.3023,0.2197,0.1008,120.39999999999999,323.0,443.4,0.0,468.14,30.509750718238482,0.0
s016,2,30,0.1014,0.3494,0.248,0.0731,0.2834,0.2103,0.0998,0.2814,0.1816,0.099,0.532,0.433,0.0808,0.7574,0.6766,0.1175,0.3125,0.195,0.1106,0.3302,0.2196,0.1156,0.2846,0.169,0.1122,0.3397,0.2275,0.1117,0.3137,0.202,0.0729,101.4,349.4,450.79999999999995,0.0,465.51000000000005,30.783886477617376,0.0
s016,2,31,0.1114,0.3203,0.2089,0.0668,0.3014,0.2346,0.0927,0.3057,0.213,0.1109,0.5751,0.4642,0.0671,0.773,0.7059,0.1225,0.3381,0.2156,0.1045,0.2972,0.1927,0.095,0.3151,0.2201,0.095,0.3644,0.2694,0.0853,0.3137,0.2284,0.0816,111.4,320.29999999999995,431.69999999999993,0.0,459.81000000000006,31.28590204336196,0.0
s016,2,32,0.1307,0.3697,0.239,0.081,0.3085,0.2275,0.0874,0.2835,0.1961,0.1024,0.494,0.3916,0.0615,0.7743,0.7128,0.0885,0.3316,0.2431,0.0871,0.3186,0.2315,0.1119,0.3624,0.2505,0.0776,0.3059,0.2283,0.1064,0.3264,0.22,0.0863,130.70000000000002,369.7,500.4,0.0,456.55,23.555525419271685,0.0
s016,2,33,0.0924,0.3335,0.2411,0.0692,0.2869,0.2177,0.0781,0.2987,0.2206,0.1045,0.628,0.5235,0.0681,0.6791,0.611,0.1101,0.606,0.4959,0.1586,0.4265,0.2679,0.0692,0.3329,0.2637,0.1106,0.3119,0.2013,0.0998,0.2976,0.1978,0.0818,92.39999999999999,333.5,425.9,0.0,455.3,24.917954258819528,0.0
s016,2,34,0.1214,0.3591,0.2377,0.0647,0.2397,0.175,0.1008,0.4022,0.3014,0.1085,0.5571,0.4486,0.033,1.0417,1.0087,0.1468,0.3812,0.2344,0.1122,0.3068,0.1946,0.1322,0.3341,0.2019,0.1135,0.328,0.2145,0.1243,0.3208,0.1965,0.1132,121.39999999999999,359.09999999999997,480.49999999999994,0.0,455.35,24.973463694270894,0.0
s016,2,35,0.1233,0.3768,0.2535,0.0755,0.3033,0.2278,0.0876,0.3286,0.241,0.099,0.5128,0.4138,0.0689,0.6656,0.5967,0.1334,0.3881,0.2547,0.1037,0.2824,0.1787,0.1064,0.3455,0.2391,0.0921,0.3581,0.266,0.1262,0.3649,0.2387,0.0927,123.30000000000001,376.8,500.1,0.0,459.75,28.71597503520291,0.0
s016,2,36,0.1093,0.3771,0.2678,0.0731,0.2531,0.18,0.094,0.3891,0.2951,0.1059,0.8458,0.7399,0.0737,0.7961,0.7224,0.1077,0.4038,0.2961,0.1177,0.3938,0.2761,0.1138,0.6303,0.5165,0.1138,0.4059,0.2921,0.113,0.7322,0.6192,0.1051,109.3,377.09999999999997,486.4,0.0,463.03000000000003,29.788664883739372,0.0
s016,2,37,0.1212,0.4032,0.282,0.0631,0.2737,0.2106,0.0832,0.3162,0.233,0.109,0.4924,0.3834,0.047,0.6029,0.5559,0.1241,0.3344,0.2103,0.0826,0.3453,0.2627,0.1045,0.3534,0.2489,0.0882,0.2872,0.199,0.1103,0.3234,0.2131,0.1095,121.2,403.2,524.4,0.0,467.30999999999995,35.31529256411528,0.0
s016,2,38,0.1438,0.3451,0.2013,0.0855,0.3011,0.2156,0.0639,0.5437,0.4798,0.0876,0.7212,0.6336,0.0739,0.6097,0.5358,0.1148,0.4007,0.2859,0.1159,0.3276,0.2117,0.1008,0.2888,0.188,0.113,0.3096,0.1966,0.1022,0.3156,0.2134,0.0826,143.8,345.1,488.90000000000003,0.0,473.25,33.180022436536284,0.0
